q1,q2,q3,q_titolo,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
femmina,nord,18-30,diploma,no,si,non_ancora,si,si,no,non_saprei,si,non_ancora,si,si,si
non_rispondere,nord,30-50,laurea_magistrale,si,non_saprei,si,non_saprei,si,si,si,si,si,no,non_ancora,no
non_rispondere,centro,30-50,laurea_magistrale,no,no,si,no,no,no,non_saprei,no,no,si,no,no
femmina,centro,50+,diploma,si,si,si,si,non_saprei,no,non_saprei,non_ancora,non_ancora,no,no,si
non_rispondere,centro,18-30,post_magistrale,no,no,no,no,si,si,non_saprei,no,no,si,no,no
maschio,centro,30-50,triennale_master,non_saprei,no,no,non_saprei,si,si,no,si,no,non_saprei,non_ancora,non_ancora
non_rispondere,nord,50+,laurea_triennale,si,si,si,si,non_saprei,non_saprei,non_saprei,si,non_ancora,no,non_ancora,si
maschio,nord,30-50,laurea_magistrale,no,non_saprei,no,no,si,no,non_saprei,si,non_ancora,si,si,no
femmina,centro,50+,triennale_master,non_saprei,non_saprei,no,si,no,si,non_saprei,no,si,no,no,no
non_rispondere,nord,50+,triennale_master,no,no,no,non_saprei,no,non_saprei,non_saprei,si,si,non_saprei,non_ancora,non_ancora
altro,sud,18-30,post_magistrale,si,no,no,si,no,si,no,si,no,si,no,no
maschio,centro,30-50,triennale_master,si,non_saprei,no,non_saprei,si,si,si,non_ancora,non_ancora,no,si,no
maschio,centro,30-50,laurea_magistrale,si,si,si,non_saprei,no,si,non_saprei,si,si,non_saprei,no,si
non_rispondere,centro,18-30,triennale_master,non_saprei,si,no,si,si,non_saprei,non_saprei,si,no,si,no,non_ancora
non_rispondere,nord,18-30,diploma,si,si,no,no,non_saprei,si,si,non_ancora,si,si,si,si
maschio,centro,50+,diploma,si,si,si,no,si,non_saprei,non_saprei,no,non_ancora,non_saprei,si,no
altro,sud,18-30,diploma,no,non_saprei,si,no,no,non_saprei,no,non_ancora,non_ancora,no,si,no
non_rispondere,centro,18-30,laurea_magistrale,no,si,non_ancora,non_saprei,non_saprei,si,non_saprei,non_ancora,no,no,no,si
maschio,nord,50+,diploma,non_saprei,si,si,si,non_saprei,no,non_saprei,no,no,si,no,non_ancora
altro,sud,18-30,laurea_magistrale,non_saprei,no,si,si,no,si,si,non_ancora,si,non_saprei,no,no
non_rispondere,nord,30-50,laurea_triennale,no,si,no,no,non_saprei,no,non_saprei,non_ancora,si,si,non_ancora,si
maschio,nord,50+,triennale_master,si,non_saprei,no,si,no,non_saprei,no,si,si,si,si,si
maschio,sud,50+,post_magistrale,si,si,si,no,no,non_saprei,si,si,non_ancora,no,non_ancora,no
non_rispondere,centro,18-30,laurea_magistrale,non_saprei,no,non_ancora,si,si,non_saprei,non_saprei,si,no,non_saprei,no,no
non_rispondere,centro,30-50,triennale_master,non_saprei,si,non_ancora,non_saprei,no,no,non_saprei,si,si,non_saprei,no,non_ancora
femmina,sud,30-50,laurea_triennale,non_saprei,si,si,no,non_saprei,no,no,no,si,no,si,non_ancora
non_rispondere,nord,18-30,laurea_triennale,si,no,non_ancora,si,si,no,si,non_ancora,non_ancora,si,non_ancora,si
non_rispondere,sud,50+,triennale_master,no,no,non_ancora,no,no,non_saprei,si,si,no,si,si,non_ancora
altro,centro,30-50,diploma,no,si,non_ancora,no,no,no,no,no,non_ancora,no,si,non_ancora
altro,sud,50+,triennale_master,si,no,no,non_saprei,si,si,no,no,non_ancora,si,non_ancora,no
altro,sud,30-50,laurea_triennale,non_saprei,non_saprei,non_ancora,no,si,si,no,non_ancora,non_ancora,no,non_ancora,non_ancora
non_rispondere,sud,18-30,triennale_master,non_saprei,non_saprei,no,si,non_saprei,no,non_saprei,non_ancora,si,non_saprei,non_ancora,no
maschio,nord,18-30,laurea_triennale,si,si,no,no,si,si,non_saprei,non_ancora,no,non_saprei,no,no
altro,nord,18-30,diploma,non_saprei,non_saprei,si,no,no,non_saprei,no,non_ancora,non_ancora,si,si,non_ancora
non_rispondere,nord,50+,triennale_master,non_saprei,no,non_ancora,si,no,no,no,non_ancora,non_ancora,no,no,non_ancora
altro,sud,18-30,post_magistrale,non_saprei,non_saprei,si,non_saprei,si,si,no,no,non_ancora,non_saprei,non_ancora,non_ancora
maschio,nord,18-30,triennale_master,no,si,no,non_saprei,non_saprei,non_saprei,no,si,si,si,no,si
altro,centro,30-50,diploma,no,no,no,no,non_saprei,si,non_saprei,si,non_ancora,si,non_ancora,no
femmina,centro,18-30,laurea_triennale,non_saprei,non_saprei,non_ancora,si,non_saprei,si,no,non_ancora,si,non_saprei,non_ancora,no
maschio,nord,18-30,laurea_triennale,si,si,non_ancora,no,si,si,non_saprei,no,non_ancora,no,no,si
femmina,nord,18-30,laurea_triennale,si,no,no,no,si,no,si,si,no,non_saprei,si,no
altro,sud,50+,laurea_magistrale,no,non_saprei,non_ancora,si,non_saprei,no,si,non_ancora,si,non_saprei,si,si
femmina,sud,50+,post_magistrale,si,si,no,no,si,si,si,non_ancora,si,non_saprei,non_ancora,si
non_rispondere,sud,30-50,triennale_master,non_saprei,no,si,non_saprei,non_saprei,no,no,si,si,si,no,non_ancora
maschio,centro,30-50,diploma,si,non_saprei,no,si,no,no,no,no,no,no,no,no
femmina,sud,50+,post_magistrale,si,si,si,no,si,si,no,si,non_ancora,si,si,si
non_rispondere,sud,18-30,laurea_magistrale,no,si,no,non_saprei,non_saprei,si,si,no,no,no,si,non_ancora
altro,sud,30-50,laurea_magistrale,si,no,si,non_saprei,si,si,si,non_ancora,no,si,si,no
non_rispondere,centro,30-50,laurea_triennale,non_saprei,no,non_ancora,non_saprei,no,si,no,non_ancora,no,non_saprei,si,si
altro,nord,18-30,diploma,si,non_saprei,non_ancora,non_saprei,no,non_saprei,non_saprei,non_ancora,si,no,non_ancora,non_ancora
non_rispondere,nord,50+,diploma,si,no,non_ancora,non_saprei,si,si,non_saprei,non_ancora,no,no,si,si
femmina,sud,18-30,diploma,si,non_saprei,no,non_saprei,non_saprei,si,si,si,si,non_saprei,si,non_ancora
altro,centro,30-50,triennale_master,non_saprei,si,no,non_saprei,si,no,non_saprei,si,si,non_saprei,non_ancora,non_ancora
maschio,sud,50+,triennale_master,non_saprei,no,no,no,si,si,non_saprei,no,si,non_saprei,non_ancora,si
maschio,sud,18-30,laurea_triennale,si,no,non_ancora,no,no,si,no,si,si,non_saprei,si,si
femmina,nord,30-50,laurea_triennale,si,si,no,si,no,no,no,no,no,no,non_ancora,si
femmina,sud,30-50,diploma,non_saprei,non_saprei,non_ancora,si,si,non_saprei,non_saprei,si,si,si,non_ancora,no
femmina,sud,18-30,post_magistrale,si,no,non_ancora,non_saprei,non_saprei,si,si,no,non_ancora,si,non_ancora,si
maschio,sud,30-50,laurea_triennale,si,si,no,no,si,non_saprei,non_saprei,non_ancora,no,si,no,non_ancora
non_rispondere,nord,30-50,diploma,no,non_saprei,si,si,si,non_saprei,no,non_ancora,non_ancora,non_saprei,non_ancora,si
femmina,sud,18-30,laurea_triennale,non_saprei,non_saprei,no,no,si,si,non_saprei,si,no,no,si,si
maschio,sud,18-30,triennale_master,si,non_saprei,no,no,no,no,non_saprei,si,si,si,no,si
altro,sud,18-30,diploma,non_saprei,non_saprei,non_ancora,non_saprei,no,non_saprei,no,non_ancora,non_ancora,si,no,no
non_rispondere,centro,18-30,laurea_magistrale,non_saprei,si,si,non_saprei,no,si,non_saprei,si,no,no,si,non_ancora
maschio,centro,18-30,laurea_triennale,si,non_saprei,non_ancora,si,non_saprei,non_saprei,non_saprei,non_ancora,non_ancora,non_saprei,non_ancora,non_ancora
non_rispondere,nord,50+,laurea_triennale,no,non_saprei,no,no,no,si,non_saprei,si,non_ancora,non_saprei,si,non_ancora
maschio,sud,50+,diploma,non_saprei,si,non_ancora,si,si,no,non_saprei,no,no,si,si,non_ancora
maschio,sud,30-50,triennale_master,no,no,no,si,non_saprei,non_saprei,no,si,no,non_saprei,si,non_ancora
non_rispondere,sud,30-50,laurea_magistrale,si,si,si,si,non_saprei,non_saprei,no,non_ancora,no,si,non_ancora,non_ancora
maschio,nord,30-50,diploma,si,non_saprei,si,si,si,no,no,no,non_ancora,non_saprei,si,si
altro,sud,50+,post_magistrale,no,no,no,no,non_saprei,si,no,no,no,no,non_ancora,si
non_rispondere,nord,18-30,diploma,non_saprei,non_saprei,si,no,no,non_saprei,si,no,no,no,si,non_ancora
non_rispondere,nord,30-50,laurea_magistrale,no,non_saprei,si,no,si,no,non_saprei,si,no,non_saprei,no,no
non_rispondere,sud,50+,post_magistrale,si,non_saprei,no,non_saprei,no,non_saprei,no,non_ancora,si,si,no,non_ancora
femmina,sud,30-50,laurea_triennale,non_saprei,si,no,no,non_saprei,no,non_saprei,si,non_ancora,no,no,non_ancora
femmina,sud,50+,post_magistrale,si,non_saprei,non_ancora,no,non_saprei,no,si,no,si,non_saprei,no,non_ancora
non_rispondere,sud,18-30,laurea_triennale,no,no,no,si,si,non_saprei,no,non_ancora,si,non_saprei,si,si
altro,nord,30-50,diploma,non_saprei,si,no,no,no,si,non_saprei,si,si,no,si,no
non_rispondere,centro,18-30,diploma,non_saprei,si,non_ancora,no,si,non_saprei,no,si,non_ancora,non_saprei,si,no
non_rispondere,sud,50+,laurea_triennale,non_saprei,si,si,no,no,non_saprei,si,no,no,non_saprei,non_ancora,no
altro,nord,30-50,diploma,si,no,no,non_saprei,si,si,non_saprei,no,no,si,non_ancora,non_ancora
femmina,sud,50+,triennale_master,si,non_saprei,no,non_saprei,si,non_saprei,no,no,non_ancora,non_saprei,no,no
non_rispondere,sud,18-30,triennale_master,non_saprei,si,non_ancora,no,non_saprei,si,si,non_ancora,no,non_saprei,si,non_ancora
maschio,centro,50+,post_magistrale,no,no,non_ancora,si,non_saprei,no,non_saprei,si,no,non_saprei,non_ancora,non_ancora
maschio,nord,18-30,laurea_magistrale,non_saprei,si,non_ancora,si,no,no,non_saprei,si,no,no,non_ancora,non_ancora
altro,sud,50+,diploma,non_saprei,no,non_ancora,si,non_saprei,no,si,no,no,no,no,non_ancora
maschio,nord,50+,laurea_triennale,si,no,si,non_saprei,no,si,si,non_ancora,no,non_saprei,non_ancora,no
altro,centro,18-30,triennale_master,non_saprei,si,si,no,si,no,non_saprei,non_ancora,si,si,no,si
non_rispondere,nord,50+,laurea_magistrale,si,no,non_ancora,non_saprei,si,no,no,no,si,si,si,non_ancora
maschio,sud,18-30,post_magistrale,no,non_saprei,si,non_saprei,non_saprei,no,si,si,no,si,no,si
femmina,centro,18-30,triennale_master,si,si,no,si,si,si,non_saprei,no,non_ancora,non_saprei,non_ancora,no
femmina,sud,30-50,diploma,no,no,si,no,si,si,non_saprei,non_ancora,no,non_saprei,si,no
non_rispondere,nord,50+,diploma,no,si,non_ancora,no,no,non_saprei,si,si,si,si,no,non_ancora
femmina,centro,30-50,laurea_triennale,no,non_saprei,non_ancora,no,no,si,non_saprei,si,si,si,si,no
maschio,centro,30-50,post_magistrale,non_saprei,si,no,non_saprei,si,non_saprei,non_saprei,si,si,si,no,non_ancora
non_rispondere,centro,18-30,post_magistrale,non_saprei,non_saprei,non_ancora,si,si,non_saprei,si,no,si,si,non_ancora,non_ancora
altro,sud,50+,post_magistrale,si,si,si,no,no,si,no,non_ancora,si,no,non_ancora,non_ancora
maschio,sud,30-50,laurea_triennale,no,si,no,si,non_saprei,non_saprei,no,no,no,non_saprei,non_ancora,no
non_rispondere,nord,18-30,laurea_magistrale,non_saprei,non_saprei,non_ancora,no,non_saprei,si,no,si,non_ancora,no,si,no
non_rispondere,sud,30-50,triennale_master,non_saprei,non_saprei,no,si,si,si,non_saprei,no,no,no,no,non_ancora
femmina,centro,50+,triennale_master,no,no,no,si,si,no,non_saprei,no,non_ancora,si,si,si
femmina,nord,18-30,triennale_master,no,no,no,si,non_saprei,no,si,no,no,no,no,non_ancora
altro,nord,30-50,diploma,non_saprei,si,si,non_saprei,non_saprei,si,non_saprei,non_ancora,no,non_saprei,non_ancora,non_ancora
maschio,centro,50+,post_magistrale,si,si,si,non_saprei,non_saprei,non_saprei,non_saprei,si,no,si,non_ancora,si
altro,sud,18-30,diploma,no,non_saprei,si,non_saprei,non_saprei,no,no,no,no,no,si,no
altro,sud,18-30,laurea_magistrale,no,non_saprei,no,si,non_saprei,non_saprei,no,si,si,si,no,no
maschio,nord,18-30,post_magistrale,no,no,si,si,si,non_saprei,si,non_ancora,non_ancora,non_saprei,no,no
femmina,nord,18-30,triennale_master,si,si,no,non_saprei,no,non_saprei,si,si,non_ancora,no,no,non_ancora
maschio,nord,50+,triennale_master,si,si,non_ancora,no,non_saprei,non_saprei,si,non_ancora,si,si,si,non_ancora
altro,nord,18-30,laurea_triennale,si,no,si,no,si,si,no,si,si,si,non_ancora,si
femmina,centro,50+,triennale_master,si,si,si,non_saprei,si,no,non_saprei,non_ancora,non_ancora,no,no,no
femmina,nord,30-50,laurea_magistrale,non_saprei,si,no,non_saprei,no,si,no,non_ancora,non_ancora,no,si,si
maschio,sud,50+,post_magistrale,si,non_saprei,non_ancora,no,si,si,no,no,non_ancora,non_saprei,no,no
altro,sud,30-50,diploma,non_saprei,no,si,non_saprei,non_saprei,si,no,no,si,si,si,no
non_rispondere,sud,30-50,post_magistrale,si,si,non_ancora,non_saprei,si,non_saprei,si,non_ancora,non_ancora,non_saprei,si,non_ancora
femmina,centro,18-30,triennale_master,no,no,non_ancora,si,non_saprei,non_saprei,no,non_ancora,si,non_saprei,si,non_ancora
altro,centro,30-50,triennale_master,non_saprei,si,si,no,no,no,no,si,no,non_saprei,non_ancora,si
maschio,centro,18-30,laurea_triennale,non_saprei,non_saprei,si,no,no,no,si,no,si,non_saprei,non_ancora,non_ancora
maschio,sud,30-50,diploma,non_saprei,si,no,no,non_saprei,si,non_saprei,si,si,no,si,no
altro,centro,18-30,laurea_triennale,no,no,non_ancora,non_saprei,non_saprei,non_saprei,si,non_ancora,no,no,non_ancora,non_ancora
maschio,nord,50+,laurea_triennale,no,non_saprei,si,non_saprei,si,si,no,no,no,si,si,si
maschio,centro,30-50,triennale_master,non_saprei,non_saprei,si,si,si,si,no,no,no,si,no,non_ancora
non_rispondere,sud,50+,laurea_magistrale,non_saprei,no,no,no,si,non_saprei,si,no,non_ancora,non_saprei,no,si
femmina,centro,50+,triennale_master,no,no,non_ancora,non_saprei,non_saprei,no,non_saprei,no,no,non_saprei,si,si
non_rispondere,centro,30-50,triennale_master,si,no,non_ancora,si,no,si,no,non_ancora,no,no,non_ancora,no
maschio,nord,18-30,triennale_master,no,non_saprei,no,si,non_saprei,non_saprei,no,no,si,non_saprei,no,non_ancora
maschio,nord,50+,laurea_magistrale,si,non_saprei,non_ancora,no,non_saprei,non_saprei,no,non_ancora,no,no,no,si
femmina,centro,50+,triennale_master,si,no,non_ancora,non_saprei,no,non_saprei,no,non_ancora,si,no,si,non_ancora
non_rispondere,sud,50+,triennale_master,non_saprei,non_saprei,non_ancora,no,si,no,si,no,si,non_saprei,non_ancora,no
non_rispondere,nord,30-50,laurea_triennale,non_saprei,si,si,si,non_saprei,no,si,si,no,no,non_ancora,no
altro,sud,18-30,laurea_magistrale,non_saprei,si,non_ancora,non_saprei,no,no,no,no,no,no,si,non_ancora
non_rispondere,sud,50+,laurea_triennale,si,si,non_ancora,no,non_saprei,no,non_saprei,no,si,si,no,no
altro,sud,50+,laurea_triennale,si,si,si,si,si,no,si,no,no,non_saprei,non_ancora,no
maschio,nord,30-50,post_magistrale,no,non_saprei,si,si,si,no,no,no,si,si,non_ancora,non_ancora
maschio,sud,50+,laurea_triennale,no,no,no,si,no,non_saprei,no,si,non_ancora,si,non_ancora,non_ancora
altro,centro,30-50,laurea_triennale,no,no,no,si,si,non_saprei,si,non_ancora,non_ancora,non_saprei,non_ancora,no
altro,centro,30-50,laurea_triennale,no,si,non_ancora,si,no,no,no,no,non_ancora,no,no,non_ancora
maschio,nord,30-50,laurea_magistrale,si,non_saprei,no,no,si,no,non_saprei,no,non_ancora,no,si,non_ancora
maschio,centro,18-30,post_magistrale,no,no,non_ancora,no,non_saprei,non_saprei,si,non_ancora,no,si,no,si
femmina,nord,18-30,laurea_triennale,non_saprei,no,si,si,non_saprei,si,no,si,si,no,no,si
femmina,centro,50+,laurea_triennale,no,si,non_ancora,no,non_saprei,si,no,si,si,no,non_ancora,no
maschio,sud,18-30,triennale_master,non_saprei,non_saprei,no,no,non_saprei,non_saprei,si,non_ancora,non_ancora,no,si,non_ancora
altro,sud,30-50,triennale_master,si,si,no,si,si,non_saprei,non_saprei,non_ancora,si,non_saprei,no,no
maschio,centro,18-30,laurea_triennale,si,no,non_ancora,no,si,non_saprei,non_saprei,si,non_ancora,no,no,non_ancora
maschio,nord,50+,triennale_master,no,no,si,no,no,si,non_saprei,non_ancora,si,si,non_ancora,non_ancora
maschio,sud,50+,post_magistrale,si,si,no,si,si,si,no,no,non_ancora,non_saprei,si,non_ancora
altro,nord,18-30,diploma,no,no,no,si,si,si,non_saprei,si,non_ancora,non_saprei,si,no
altro,sud,50+,triennale_master,no,non_saprei,non_ancora,non_saprei,si,no,no,si,non_ancora,no,no,non_ancora
non_rispondere,sud,50+,post_magistrale,non_saprei,si,si,si,si,no,no,non_ancora,si,no,si,no
femmina,nord,18-30,diploma,no,non_saprei,no,si,no,non_saprei,non_saprei,no,no,non_saprei,si,non_ancora
non_rispondere,nord,18-30,laurea_magistrale,no,non_saprei,no,si,si,non_saprei,non_saprei,non_ancora,no,si,si,no
maschio,centro,30-50,laurea_triennale,si,no,si,si,si,si,non_saprei,non_ancora,non_ancora,non_saprei,non_ancora,si
non_rispondere,nord,18-30,laurea_magistrale,no,non_saprei,no,no,no,no,non_saprei,non_ancora,non_ancora,no,non_ancora,si
altro,sud,50+,laurea_triennale,no,no,no,si,si,no,no,si,non_ancora,no,no,si
altro,sud,30-50,laurea_triennale,non_saprei,si,si,non_saprei,si,no,si,si,no,non_saprei,no,non_ancora
maschio,centro,18-30,triennale_master,non_saprei,no,si,non_saprei,non_saprei,si,no,no,no,non_saprei,si,non_ancora
non_rispondere,nord,18-30,triennale_master,no,si,si,si,si,si,si,no,no,si,no,no
femmina,sud,18-30,laurea_magistrale,no,no,non_ancora,si,si,no,non_saprei,si,no,no,si,si
femmina,centro,50+,diploma,non_saprei,no,non_ancora,no,non_saprei,no,no,si,si,non_saprei,si,no
maschio,sud,30-50,laurea_triennale,no,non_saprei,si,no,si,si,no,no,si,no,no,no
maschio,nord,30-50,diploma,no,no,non_ancora,no,non_saprei,no,no,si,no,no,si,si
maschio,nord,18-30,post_magistrale,si,si,non_ancora,si,no,si,si,non_ancora,no,no,si,no
femmina,centro,30-50,triennale_master,non_saprei,si,no,si,no,si,si,non_ancora,non_ancora,si,non_ancora,no
maschio,centro,18-30,post_magistrale,si,non_saprei,non_ancora,si,si,non_saprei,no,si,si,non_saprei,non_ancora,no
femmina,nord,30-50,triennale_master,si,no,si,non_saprei,non_saprei,no,si,non_ancora,si,no,si,no
femmina,centro,18-30,triennale_master,no,no,si,no,non_saprei,no,si,si,si,no,non_ancora,si
femmina,nord,50+,post_magistrale,non_saprei,si,no,no,non_saprei,no,non_saprei,no,no,no,si,no
non_rispondere,sud,50+,laurea_triennale,non_saprei,non_saprei,si,no,si,si,non_saprei,si,no,si,si,non_ancora
altro,nord,50+,triennale_master,non_saprei,no,non_ancora,si,non_saprei,no,non_saprei,no,non_ancora,si,si,non_ancora
altro,sud,30-50,laurea_triennale,si,non_saprei,non_ancora,no,si,si,no,no,non_ancora,non_saprei,no,no
altro,nord,30-50,post_magistrale,no,non_saprei,no,no,no,no,non_saprei,no,no,si,non_ancora,si
altro,sud,50+,diploma,no,no,no,non_saprei,no,non_saprei,non_saprei,si,no,no,si,non_ancora
altro,sud,30-50,laurea_triennale,non_saprei,no,no,no,non_saprei,non_saprei,non_saprei,no,non_ancora,non_saprei,non_ancora,non_ancora
femmina,centro,18-30,laurea_magistrale,non_saprei,non_saprei,non_ancora,si,non_saprei,si,si,si,non_ancora,no,non_ancora,non_ancora
non_rispondere,centro,50+,triennale_master,no,no,no,no,non_saprei,si,no,no,non_ancora,no,si,non_ancora
non_rispondere,centro,18-30,laurea_triennale,non_saprei,si,si,no,non_saprei,no,no,non_ancora,si,si,si,si
non_rispondere,sud,30-50,diploma,no,non_saprei,si,si,non_saprei,no,non_saprei,no,si,si,no,no
non_rispondere,sud,18-30,diploma,si,no,no,si,si,si,si,non_ancora,si,no,no,no
altro,centro,50+,laurea_triennale,non_saprei,non_saprei,non_ancora,si,si,no,non_saprei,si,non_ancora,si,no,no
maschio,sud,18-30,laurea_triennale,no,si,non_ancora,si,no,si,non_saprei,non_ancora,no,non_saprei,non_ancora,si
femmina,sud,18-30,post_magistrale,si,non_saprei,non_ancora,no,non_saprei,si,non_saprei,si,non_ancora,si,si,no
maschio,sud,30-50,diploma,no,si,si,no,non_saprei,non_saprei,non_saprei,no,non_ancora,no,no,si
altro,nord,30-50,laurea_triennale,no,non_saprei,no,non_saprei,si,no,no,no,non_ancora,non_saprei,si,non_ancora
maschio,nord,18-30,triennale_master,no,non_saprei,si,si,si,no,no,si,no,si,si,no
non_rispondere,nord,30-50,laurea_magistrale,si,non_saprei,non_ancora,no,si,no,si,no,si,no,no,non_ancora
maschio,sud,18-30,triennale_master,no,no,si,non_saprei,non_saprei,si,si,non_ancora,non_ancora,si,si,si
altro,centro,30-50,laurea_magistrale,si,non_saprei,si,non_saprei,no,si,no,non_ancora,si,non_saprei,non_ancora,si
maschio,nord,30-50,laurea_magistrale,si,non_saprei,si,non_saprei,si,no,non_saprei,si,non_ancora,no,non_ancora,si
altro,sud,50+,post_magistrale,no,non_saprei,no,non_saprei,si,non_saprei,non_saprei,non_ancora,non_ancora,non_saprei,no,no
femmina,sud,18-30,diploma,si,no,non_ancora,non_saprei,si,si,si,non_ancora,no,si,non_ancora,si
maschio,sud,18-30,post_magistrale,no,non_saprei,si,si,si,non_saprei,si,non_ancora,si,no,non_ancora,non_ancora
femmina,centro,30-50,diploma,non_saprei,no,si,no,non_saprei,no,no,non_ancora,si,si,no,no
non_rispondere,sud,50+,triennale_master,no,si,si,si,no,non_saprei,non_saprei,no,no,non_saprei,no,non_ancora
femmina,sud,50+,post_magistrale,no,non_saprei,non_ancora,no,si,no,no,non_ancora,si,si,no,si
femmina,nord,30-50,laurea_magistrale,no,non_saprei,no,no,non_saprei,no,no,non_ancora,si,si,si,si
altro,nord,18-30,diploma,si,non_saprei,non_ancora,non_saprei,non_saprei,si,non_saprei,non_ancora,no,no,si,non_ancora
femmina,nord,50+,post_magistrale,si,non_saprei,no,non_saprei,no,no,non_saprei,si,no,non_saprei,non_ancora,non_ancora
non_rispondere,sud,18-30,triennale_master,non_saprei,non_saprei,no,si,non_saprei,non_saprei,si,si,non_ancora,non_saprei,no,si
